애월 제주에 반하다 게스트하우스,https://place.map.kakao.com/2024005415,제주특별자치도 제주시 애월읍 어림비로 119 (우)63039,0507-1436-0444,150000,O,X,X,X,O,X,https://booking.naver.com/booking/3/bizes/538224,/accommodation_images/jeju/11_1,/accommodation_images/jeju/11_2
헤이서귀포,https://place.map.kakao.com/495728313,제주특별자치도 서귀포시 태평로 363 (우)63595,064-763-0025,450000,O,X,X,O,O,O,https://heyy.gamsunglab.com/room3,/accommodation_images/jeju/12_1,/accommodation_images/jeju/12_2
제주 달토끼펜션,https://place.map.kakao.com/27212204,제주특별자치도 제주시 구좌읍 세평항로 45-11 (우)63360,064-784-2508,285000,O,X,X,O,O,X,http://moonrabbit.kr/,/accommodation_images/jeju/13_1,/accommodation_images/jeju/13_2
제주 와락게스트하우스,https://place.map.kakao.com/24962244,제주특별자치도 제주시 구좌읍 세평항로 45-4 (우)63360,010-6347-9777,140000,O,X,X,O,O,X,https://warak.modoo.at/,/accommodation_images/jeju/14_1,/accommodation_images/jeju/14_2
글래즈하임호텔,https://place.map.kakao.com/853726165,제주특별자치도 서귀포시 이어도로 777 (우)63564,064-735-0200,393000,O,O,X,O,O,X,http://www.gladsheim-hotel.com/,/accommodation_images/jeju/15_1,/accommodation_images/jeju/15_2
라마다제주시티호텔,https://place.map.kakao.com/26598426,제주특별자치도 제주시 중앙로 304 (우)63222,064-759-8831,370000,O,O,X,X,X,O,http://ramadajejucity.com/index.php,/accommodation_images/jeju/16_1,/accommodation_images/jeju/16_2
호텔 브릿지 서귀포,https://place.map.kakao.com/2121670383,제주특별자치도 서귀포시 태평로 436 1~11층 (우)63595,064-766-4200,307050,O,O,X,O,O,O,http://www.bridge-seogwipo.com/,/accommodation_images/jeju/17_1,/accommodation_images/jeju/17_2
호텔 골든데이지 서귀포 오션,https://place.map.kakao.com/825865438,제주특별자치도 서귀포시 동홍로 7 (우)63590,064-802-7700,275000,X,O,X,O,O,O,http://www.hotelgoldendaisy.co.kr/,/accommodation_images/jeju/18_1,/accommodation_images/jeju/18_2
퍼스트70 호텔,https://place.map.kakao.com/406670669,제주특별자치도 서귀포시 명동로 46 (우)63595,064-766-0000,332500,O,O,X,O,O,O,http://thefirst70.co.kr/index.php,/accommodation_images/jeju/19_1,/accommodation_images/jeju/19_2
롯데시티호텔 제주,https://place.map.kakao.com/23183577,제주특별자치도 제주시 도령로 83 (우)63127,064-730-1000,742500,O,O,X,X,X,O,https://www.lottehotel.com/jeju-city/ko.html,/accommodation_images/jeju/20_1,/accommodation_images/jeju/20_2
요요정원,https://yoyoyard.imweb.me/,제주특별자치도 제주시 한림읍 명랑남길 29 (우)63028,02-123-4567,1530000,X,O,X,X,X,O,https://yoyoyard.imweb.me/,/accommodation_images/jeju/21_1,/accommodation_images/jeju/21_2
류월,https://place.map.kakao.com/1452104388,제주특별자치도 제주시 한림읍 금능1길 2-15 (우)63010,064-796-7247,1000000,X,O,X,O,X,X,http://www.ryuwol.com/,/accommodation_images/jeju/22_1,/accommodation_images/jeju/22_2
화우재,https://place.map.kakao.com/1931708083,제주특별자치도 제주시 한경면 주가흘길 32-1 2층 (우)63005,0504-0904-2300,1000000,X,O,X,X,X,X,https://www.instagram.com/hwaoo_house/,/accommodation_images/jeju/23_1,/accommodation_images/jeju/23_2
한화리조트 제주,https://place.map.kakao.com/8016361,제주특별자치도 제주시 명림로 575-107 (우)63330,064-725-9000,703500,X,O,O,X,O,X,https://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_room.do?bp_cd=1101,/accommodation_images/jeju/24_1,/accommodation_images/jeju/24_2
코사이어티 빌리지 제주,https://place.map.kakao.com/1597109515,제주특별자치도 제주시 구좌읍 번영로 2133-50 (우)63355,064-782-4994,2000000,O,O,O,X,X,X,https://cocietyvillage.co.kr/,/accommodation_images/jeju/25_1,/accommodation_images/jeju/25_2
베드라디오 도두봉,https://place.map.kakao.com/742590754,제주특별자치도 제주시 서해안로 204 (우)63112,064-748-8862,491625,O,O,X,X,O,O,https://www.instagram.com/bedradio_jeju/,/accommodation_images/jeju/26_1,/accommodation_images/jeju/26_2
제주신화월드 메리어트 리조트,https://place.map.kakao.com/1065946291,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 (우)63522,1670-8800,990000,O,O,X,X,X,X,https://www.marriott.co.kr/hotels/travel/cjumj-jeju-shinhwa-world-marriott-resort/,/accommodation_images/jeju/27_1,/accommodation_images/jeju/27_2
비젠 빌리지,https://place.map.kakao.com/27572291,제주특별자치도 제주시 구좌읍 하도9길 72 (우)63363,064-784-8216,405000,X,O,X,X,X,X,https://www.wiesenvillage.co.kr/,/accommodation_images/jeju/28_1,/accommodation_images/jeju/28_2
풀벗아그리투리스모,https://place.map.kakao.com/1283200701,제주특별자치도 제주시 한림읍 협재2길 93-14 (우)63011,010-3495-1032,900000,X,O,X,X,O,X,https://pulbeutagriturismo.modoo.at/?pc=1,/accommodation_images/jeju/29_1,/accommodation_images/jeju/29_2
오피스 제주,https://place.map.kakao.com/2125430339,제주특별자치도 제주시 조천읍 조천2길 25 (우)63331,064-783-7539,825000,O,X,X,O,X,X,https://o-peace.com/,/accommodation_images/jeju/30_1,/accommodation_images/jeju/30_2
